epoch,train/acc,train/base_lr,train/coco/bbox_mAP,train/coco/bbox_mAP_50,train/coco/bbox_mAP_75,train/coco/bbox_mAP_l,train/coco/bbox_mAP_m,train/coco/bbox_mAP_s,train/data_time,train/loss,train/loss_bbox,train/loss_cls,train/loss_rpn_bbox,train/loss_rpn_cls,train/lr,train/memory,train/time,val/acc,val/base_lr,val/coco/bbox_mAP,val/coco/bbox_mAP_50,val/coco/bbox_mAP_75,val/coco/bbox_mAP_l,val/coco/bbox_mAP_m,val/coco/bbox_mAP_s,val/data_time,val/iter,val/loss,val/loss_bbox,val/loss_cls,val/loss_rpn_bbox,val/loss_rpn_cls,val/lr,val/memory,val/step,val/time,test/coco_bbox_mAP,test/coco_bbox_mAP_50,test/coco_bbox_mAP_75,test/coco_bbox_mAP_l,test/coco_bbox_mAP_m,test/coco_bbox_mAP_s
,,,,,,,,,,,,,,,,,,,,0.381000,0.585000,0.465000,0.700000,0.555000,0.363000,0.002286,,,,,,,,,52.000000,0.041453,,,,,,
,,,,,,,,,,,,,,,,,,,,0.383000,0.574000,0.451000,0.350000,0.593000,0.361000,0.002646,,,,,,,,,53.000000,0.042234,,,,,,
,,,,,,,,,,,,,,,,,,,,0.378000,0.575000,0.449000,0.800000,0.568000,0.357000,0.002391,,,,,,,,,54.000000,0.042959,,,,,,
,,,,,,,,,,,,,,,,,,,,0.378000,0.572000,0.476000,0.400000,0.553000,0.361000,0.003098,,,,,,,,,55.000000,0.043469,,,,,,
,,,,,,,,,,,,,,,,,,,,0.386000,0.581000,0.472000,0.600000,0.582000,0.366000,0.002370,,,,,,,,,56.000000,0.040811,,,,,,
,,,,,,,,,,,,,,,,,,,,0.373000,0.562000,0.468000,0.850000,0.582000,0.350000,0.002347,,,,,,,,,57.000000,0.041886,,,,,,
,,,,,,,,,,,,,,,,,,,,0.379000,0.576000,0.472000,0.500000,0.551000,0.362000,0.002357,,,,,,,,,58.000000,0.040765,,,,,,
,,,,,,,,,,,,,,,,,,,,0.365000,0.565000,0.456000,0.600000,0.526000,0.349000,0.002838,,,,,,,,,59.000000,0.042321,,,,,,
,,,,,,,,,,,,,,,,,,,,0.379000,0.582000,0.462000,0.700000,0.545000,0.360000,0.002281,,,,,,,,,60.000000,0.041803,,,,,,
,,,,,,,,,,,,,,,,,,,,0.382000,0.576000,0.460000,0.600000,0.582000,0.362000,0.002629,,,,,,,,,61.000000,0.042793,,,,,,
,,,,,,,,,,,,,,,,,,,,0.374000,0.570000,0.450000,0.500000,0.579000,0.353000,0.002337,,,,,,,,,62.000000,0.040912,,,,,,
,,,,,,,,,,,,,,,,,,,,0.379000,0.574000,0.463000,0.600000,0.561000,0.360000,0.003306,,,,,,,,,63.000000,0.042782,,,,,,
,,,,,,,,,,,,,,,,,,,,0.378000,0.574000,0.455000,0.800000,0.567000,0.359000,0.002299,,,,,,,,,64.000000,0.041598,,,,,,
,,,,,,,,,,,,,,,,,,,,0.383000,0.572000,0.471000,0.600000,0.577000,0.363000,0.003068,,,,,,,,,65.000000,0.044145,,,,,,
,,,,,,,,,,,,,,,,,,,,0.380000,0.570000,0.455000,0.400000,0.582000,0.359000,0.002769,,,,,,,,,66.000000,0.041755,,,,,,
,,,,,,,,,,,,,,,,,,,,0.375000,0.577000,0.445000,0.500000,0.563000,0.356000,0.003001,,,,,,,,,67.000000,0.041944,,,,,,
,,,,,,,,,,,,,,,,,,,,0.377000,0.569000,0.455000,0.500000,0.563000,0.358000,0.002345,,,,,,,,,68.000000,0.040614,,,,,,
,,,,,,,,,,,,,,,,,,,,0.381000,0.573000,0.469000,0.800000,0.565000,0.361000,0.003285,,,,,,,,,69.000000,0.042642,,,,,,
,,,,,,,,,,,,,,,,,,,,0.388000,0.569000,0.479000,0.800000,0.591000,0.366000,0.002245,,,,,,,,,70.000000,0.041490,,,,,,
,,,,,,,,,,,,,,,,,,,,0.387000,0.573000,0.485000,0.500000,0.587000,0.366000,0.002257,,,,,,,,,71.000000,0.041249,,,,,,
,,,,,,,,,,,,,,,,,,,,0.385000,0.570000,0.475000,0.850000,0.586000,0.364000,0.002397,,,,,,,,,72.000000,0.041656,,,,,,
,,,,,,,,,,,,,,,,,,,,0.382000,0.560000,0.459000,0.900000,0.572000,0.362000,0.002299,,,,,,,,,73.000000,0.040728,,,,,,
,,,,,,,,,,,,,,,,,,,,0.379000,0.574000,0.450000,0.850000,0.554000,0.360000,0.002713,,,,,,,,,74.000000,0.041819,,,,,,
,,,,,,,,,,,,,,,,,,,,0.393000,0.585000,0.485000,0.800000,0.581000,0.372000,0.002279,,,,,,,,,75.000000,0.041248,,,,,,
,,,,,,,,,,,,,,,,,,,,0.390000,0.568000,0.465000,0.600000,0.613000,0.367000,0.002315,,,,,,,,,76.000000,0.040625,,,,,,
,,,,,,,,,,,,,,,,,,,,0.382000,0.566000,0.454000,0.800000,0.545000,0.366000,0.003046,,,,,,,,,77.000000,0.041914,,,,,,
,,,,,,,,,,,,,,,,,,,,0.387000,0.577000,0.479000,0.600000,0.567000,0.368000,0.002313,,,,,,,,,78.000000,0.041522,,,,,,
,,,,,,,,,,,,,,,,,,,,0.391000,0.571000,0.482000,0.700000,0.586000,0.371000,0.003196,,,,,,,,,79.000000,0.042793,,,,,,
,,,,,,,,,,,,,,,,,,,,0.388000,0.572000,0.487000,0.600000,0.564000,0.370000,0.002353,,,,,,,,,80.000000,0.041160,,,,,,
,,,,,,,,,,,,,,,,,,,,0.390000,0.573000,0.486000,0.850000,0.583000,0.369000,0.002998,,,,,,,,,81.000000,0.041577,,,,,,
,,,,,,,,,,,,,,,,,,,,0.385000,0.562000,0.465000,0.700000,0.571000,0.365000,0.002279,,,,,,,,,82.000000,0.040660,,,,,,
,,,,,,,,,,,,,,,,,,,,0.391000,0.566000,0.478000,0.800000,0.596000,0.369000,0.002384,,,,,,,,,83.000000,0.042201,,,,,,
,,,,,,,,,,,,,,,,,,,,0.387000,0.565000,0.484000,0.700000,0.599000,0.364000,0.002301,,,,,,,,,84.000000,0.041254,,,,,,
,,,,,,,,,,,,,,,,,,,,0.397000,0.578000,0.479000,0.500000,0.591000,0.374000,0.002986,,,,,,,,,85.000000,0.043097,,,,,,
,,,,,,,,,,,,,,,,,,,,0.394000,0.569000,0.490000,0.700000,0.589000,0.374000,0.002807,,,,,,,,,86.000000,0.041957,,,,,,
,,,,,,,,,,,,,,,,,,,,0.383000,0.562000,0.471000,0.850000,0.583000,0.362000,0.002968,,,,,,,,,87.000000,0.041798,,,,,,
,,,,,,,,,,,,,,,,,,,,0.390000,0.568000,0.480000,0.400000,0.582000,0.371000,0.002286,,,,,,,,,88.000000,0.041406,,,,,,
,,,,,,,,,,,,,,,,,,,,0.390000,0.568000,0.482000,0.800000,0.555000,0.371000,0.002544,,,,,,,,,89.000000,0.042397,,,,,,
,,,,,,,,,,,,,,,,,,,,0.387000,0.570000,0.481000,0.800000,0.582000,0.364000,0.002961,,,,,,,,,90.000000,0.042991,,,,,,
,,,,,,,,,,,,,,,,,,,,0.386000,0.563000,0.471000,0.800000,0.579000,0.366000,0.002325,,,,,,,,,91.000000,0.040568,,,,,,
,,,,,,,,,,,,,,,,,,,,0.387000,0.571000,0.467000,0.400000,0.567000,0.369000,0.002778,,,,,,,,,92.000000,0.042928,,,,,,
,,,,,,,,,,,,,,,,,,,,0.385000,0.563000,0.475000,0.700000,0.586000,0.362000,0.002314,,,,,,,,,93.000000,0.040731,,,,,,
,,,,,,,,,,,,,,,,,,,,0.386000,0.564000,0.468000,0.800000,0.568000,0.366000,0.002692,,,,,,,,,94.000000,0.042410,,,,,,
,,,,,,,,,,,,,,,,,,,,0.388000,0.565000,0.471000,0.400000,0.579000,0.369000,0.002318,,,,,,,,,95.000000,0.041396,,,,,,
,,,,,,,,,,,,,,,,,,,,0.384000,0.563000,0.464000,0.800000,0.586000,0.361000,0.003243,,,,,,,,,96.000000,0.041996,,,,,,
,,,,,,,,,,,,,,,,,,,,0.387000,0.568000,0.472000,0.700000,0.585000,0.365000,0.002994,,,,,,,,,97.000000,0.041963,,,,,,
,,,,,,,,,,,,,,,,,,,,0.385000,0.556000,0.476000,0.800000,0.581000,0.365000,0.002342,,,,,,,,,98.000000,0.040941,,,,,,
,,,,,,,,,,,,,,,,,,,,0.385000,0.564000,0.477000,0.400000,0.566000,0.367000,0.002496,,,,,,,,,99.000000,0.041484,,,,,,
,,,,,,,,,,,,,,,,,,,,0.389000,0.565000,0.475000,0.600000,0.579000,0.369000,0.003009,,,,,,,,,100.000000,0.043127,,,,,,
TEST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.376000,0.558000,0.454000,0.800000,0.614000,0.357000
